Name,Firm,ID,Missing URL,Missing Value Prop,Missing Notable,LinkedIn,Bio,Sectors,Stage
"Chris Sacca Managing (Lowercarboncapital)","Lowercarbon Capital",9067ea38-c3d4-4b3c-98e7-ec32a0341192,YES,YES,NO,"https://linkedin.com/in/chris-sacca-managing","Chris Sacca Managing is a partner at Lowercarbon Capital. Climate tech focused on decarbonization","SaaS; AI/ML; Climate; Energy; DeepTech","Seed; Series A"
"Chris Saccheri","G2 Venture Partners",baf6b7da-3f45-4ac1-b3b5-63861446cc78,YES,YES,YES,"https://linkedin.com/in/chrissaccheri","Former operating exec. Focus on climate tech and sustainable agriculture technology.","climate_tech; agriculture; food_tech; sustainability","series_a; series_b"
"Chris Saum","Active Capital",c2b9218a-f7a9-48fa-816c-d4f1803fb12d,YES,NO,NO,"https://linkedin.com/in/chris-saum","Chris Saum is an investor at Active Capital focused on AI, SaaS, HealthTech investing at Seed and Series A stage.","AI; SaaS; HealthTech","Seed; Series A"
"Chris Urmson","Chris Urmson",7b855525-862f-4517-a883-7284153d1382,YES,YES,YES,"https://linkedin.com/in/chris-urmson","Autonomous vehicle technology leader","SaaS; AI/ML","Seed; Series A"
"Chris Wake","Atypical Ventures",c33cee70-f3ed-4b96-adb7-f8d1d9831ed6,YES,YES,NO,"https://linkedin.com/in/chris-wake","","AI; SaaS; Fintech","Seed; Series A"
"Christian Bjelland","Christian Bjelland",98bbeb7f-e90d-4413-ab2d-b8e94cb57373,YES,YES,YES,"https://linkedin.com/in/christian-bjelland","Head of Capital Formation at Lowercarboncapital","SaaS; AI/ML","Seed; Series A"
"Christian Bjelland (Lowercarbon Capital)","Lowercarbon Capital",7c680039-025f-4ea5-aa88-e38b06a271ef,YES,YES,NO,"https://linkedin.com/in/christian-bjelland","Head of Capital Formation at Lowercarbon Capital","SaaS; AI/ML","Seed; Series A"
"Christina Cacioppo (Firstround)","Christina Cacioppo (Firstround)",a309b585-6adf-4ec4-ba27-4dc9603cbe66,YES,YES,NO,"https://linkedin.com/in/christina-cacioppo","","AI; SaaS; Healthcare","Seed; Series A"
"Christina Cacioppo (Firstround)","Christina Cacioppo (Firstround)",afd121df-96db-4af2-8cb4-ee3b4bd88021,YES,YES,NO,"https://linkedin.com/in/christina-cacioppo","","AI; SaaS; HealthTech","Seed; Series A"
"Christine Esserman (Accel)","Accel",5ea1ff31-3826-46c9-bb82-aa799559abaa,YES,YES,NO,"https://linkedin.com/in/christine-esserman","Based in Bay Area, Late Stage specialty, focuses on Cloud/SaaS, Consumer, Enterprise IT","SaaS; Consumer; Fintech","Seed; Series A; Series B"
"Christine Mathews","Christine Mathews",8d78c6c6-4071-46d6-9919-a24883949d32,YES,YES,YES,"https://linkedin.com/in/christine-mathews","Advisor at Versantventures","SaaS; AI/ML","Seed; Series A"
"Christine Yoon","Christine Yoon",0658403b-eefd-4452-853f-1f37dc1297be,YES,YES,YES,"https://linkedin.com/in/christine-yoon","Investment Team at Hustle Fund","SaaS; AI/ML","Seed; Series A"
"chronic care management","chronic care management",37c7effe-63fd-4cbb-ab34-cdc0738b503a,YES,NO,YES,"https://linkedin.com/in/chronic-care-management","chronic care management is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Chrysalix Venture Capital","Chrysalix Venture Capital",e68bed57-5563-453b-8199-ed9429333c39,YES,NO,YES,"https://linkedin.com/in/chrysalix-venture-capital","Chrysalix Venture Capital is a vc firm focused on Industrial Innovation - Intelligent Systems & Resource investing at Seed and Series A stage.","Industrial Innovation - Intelligent Systems & Resource","Seed; Series A; Series B"
"Ciamac Moallemi","Ciamac Moallemi",70b8b4e8-156e-48e4-a3a0-52f89e55dda8,YES,YES,YES,"https://linkedin.com/in/ciamac-moallemi","Research Advisor","SaaS; AI/ML","Seed; Series A"
"Cici Tong (Playground)","Playground Global",c0922044-fa04-46b0-9f4f-3f44b762f6aa,YES,YES,NO,"https://linkedin.com/in/cici-tong","Assistant Controller at Playground","SaaS; AI/ML","Seed; Series A"
"Cindy Bi","CapitalX",46377480-270a-4708-b198-78ce357dd541,YES,NO,NO,"https://linkedin.com/in/cindy-bi","Cindy Bi is an investor at CapitalX focused on AI, SaaS, Healthcare investing at Seed and Series A stage.","AI; SaaS; Healthcare","Seed; Series A"
"Cindy McAdam","Cindy McAdam",9f49d083-fc0f-43d5-8d9e-dd36868dbf66,YES,YES,YES,"https://linkedin.com/in/cindy-mcadam","Team Member at Ribbitcap","SaaS; AI/ML","Seed; Series A"
"Cindy McAdam (Ribbit Capital)","Cindy McAdam (Ribbit Capital)",402734f5-efc0-49f8-a642-544bf14d1c91,YES,NO,YES,"https://linkedin.com/in/cindy-mcadam","Cindy Mc Adam is an investor at Cindy McAdam (Ribbit Capital) focused on technology investing at seed and series_a stage.","technology","seed; series_a"
"Cinven","Cinven",d89305b0-7d7c-4897-9f72-b24669684a8b,YES,YES,YES,"https://linkedin.com/in/cinven","Private equity firm with recent executive departures, no key person clause triggered","SaaS; AI/ML","Seed; Series A"
"Citi Ventures","Citi Ventures",a7c460ea-77c7-4a89-a039-3b902ac67496,YES,YES,YES,"https://linkedin.com/in/citi-ventures","","Fintech; Enterprise; AI; Analytics; Payments; Marketing","Series A; Series B"
"Civilization Ventures","Civilization Ventures",c39950e6-6ae7-43a5-be55-7714573f0197,YES,YES,YES,"https://linkedin.com/in/civilization-ventures","","BioTech/Healthcare","Seed; Series A"
"Clare Ozawa, Ph.D.","Clare Ozawa, Ph.D.",b5ea8a1c-17c3-40aa-a633-8bb781d72fad,YES,YES,YES,"https://linkedin.com/in/clare-ozawa","Managing Director at Versantventures","SaaS; AI/ML","Seed; Series A"
"Clare Ozawa, Ph.D. (Versant Ventures)","Clare Ozawa, Ph.D. (Versant Ventures)",7dfc3c0a-600e-40d3-bb86-0181ee6a4a33,YES,NO,YES,"https://linkedin.com/in/clare-ozawa","Clare Ozawa, is an investor at Clare Ozawa, Ph.D. (Versant Ventures) focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Claudia Fan Munce","Claudia Fan Munce",db7ea305-2e31-43ae-945f-f1383165cb62,YES,YES,YES,"https://linkedin.com/in/claudia-fan-munce","Venture Advisor","SaaS; AI/ML","Seed; Series A"
"Claudia Fan Munce (NEA)","New Enterprise Associates",2580a17c-1b22-44a9-941f-9832edf3bdbe,YES,YES,NO,"https://linkedin.com/in/claudia-fan-munce","Claudia Fan Munce is a partner at New Enterprise Associates. Stage-agnostic across technology and healthcare","Healthcare; Enterprise; Consumer","Seed; Series A; Series B; Growth"
"Claudia Fan MunceVenture (Nea)","New Enterprise Associates",3cb9eb72-39fb-48a0-b01b-886b58a6e79f,YES,YES,NO,"https://linkedin.com/in/claudia-fan-munceventure","Claudia Fan MunceVenture is a partner at New Enterprise Associates. Stage-agnostic across technology and healthcare","Healthcare; Enterprise; Consumer; SaaS; HealthTech; FinTech","Seed; Series A; Series B; Growth"
"Clavier view profile (Uncorkcapital)","Clavier view profile (Uncorkcapital)",d91a0294-4814-43df-b818-e87c429275fd,YES,NO,YES,"https://linkedin.com/in/clavier-view-profile","Clavier view profile is an investor at Uncorkcapital focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Clay Dumas","Clay Dumas",bcfde651-1e7f-4e88-9cea-3b250053a597,YES,YES,YES,"https://linkedin.com/in/clay-dumas","General Partner at Lowercarboncapital","SaaS; AI/ML","Seed; Series A"
"Clay Dumas (Lowercarboncapital)","Lowercarbon Capital",2e61a3d4-13ad-46c8-9f54-7c70c8456ea2,YES,YES,NO,"https://linkedin.com/in/clay-dumas","Clay Dumas is a partner at Lowercarbon Capital. Climate tech focused on decarbonization","SaaS; AI/ML; Climate; Energy; DeepTech","Seed; Series A"
"Clay Dumas General (Lowercarboncapital)","Lowercarbon Capital",4be3b48f-5dec-44b1-a888-1756354349f8,YES,YES,NO,"https://linkedin.com/in/clay-dumas-general","Clay Dumas General is a partner at Lowercarbon Capital. Climate tech focused on decarbonization","SaaS; AI/ML","Seed; Series A"
"Clay Fisher","Clay Fisher",e5414c00-e7f9-47e1-b417-afb806c37157,YES,NO,YES,"https://linkedin.com/in/clay-fisher","Clay Fisher is a angel investor focused on SaaS, Consumer, Fintech investing at Seed and Series A stage.","SaaS; Consumer; Fintech","Seed; Series A; Series B"
"Clay Fisher (Spark Capital)","Clay Fisher (Spark Capital)",b352be75-f3fe-4953-9bcc-2f26c2d3e118,YES,YES,YES,"https://linkedin.com/in/clay-fisher","Partner at Spark Capital","SaaS; Consumer; Fintech","Seed; Series A; Series B"
"Clay Hutmacher","Clay Hutmacher",7247ad0f-8534-4db0-a86d-25a41756d467,YES,NO,YES,"https://linkedin.com/in/clay-hutmacher","Hutmacher is an investor at Clay Hutmacher focused on AI/ML, SaaS, Fintech investing at Seed stage.","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"Clay Hutmacher (DCVC)","DCVC",ca25b5ff-0bdd-4930-8191-e7615b09f944,YES,YES,NO,"https://linkedin.com/in/clay-hutmacher","Clay Hutmacher is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics; DeepTech; SpaceTech; Materials; Climate","Seed"
"Clay Hutmacher Operating (Dcvc)","DCVC",4b70c3b1-4a3d-439e-853c-33c5ab1f70ba,YES,YES,NO,"https://linkedin.com/in/clay-hutmacher-operating","Clay Hutmacher Operating is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"Cleo Capital","Cleo Capital",da0afff3-1071-4adb-a314-b29f4458b635,YES,NO,NO,"https://linkedin.com/in/cleo-capital","Cleo Capital is a vc firm focused on Consumer Technology, HealthTech, SaaS investing at Pre-Seed and Seed stage.","Consumer Technology; HealthTech; SaaS","Pre-Seed; Seed"
"Clinton Bybee","Clinton Bybee",a07a6537-6d86-4f3b-80f4-71aaae7d941d,YES,YES,YES,"https://linkedin.com/in/clinton-bybee","Co-founder & Managing Director, Emeritus at Archventure","SaaS; AI/ML","Seed; Series A"
"Clinton Bybee (Arch Venture Partners)","Clinton Bybee (Arch Venture Partners)",ed236a12-2b52-4d8c-bdf1-f9c9487c4be4,YES,YES,YES,"https://linkedin.com/in/clinton-bybee","Co-founder & Managing Director, Emeritus","technology","seed; series_a"
"Clinton Bybee (Archventure)","Clinton Bybee (Archventure)",98e47810-750a-4470-a7ef-58a419024b41,YES,YES,YES,"https://linkedin.com/in/clinton-bybee","","SaaS; AI/ML","Seed; Series A"
"Clinton Lazzari (Playground)","Playground Global",bdacbda8-0417-43e5-a94a-be4adbbda7df,YES,YES,NO,"https://linkedin.com/in/clinton-lazzari","Operating Partner, Supply Chain at Playground","SaaS; AI/ML; DeepTech; Robotics; Materials","Seed; Series A"
"Clinton LazzariOperating (Playground)","Playground Global",3a84ddc1-06c3-4b6d-a481-f60398ef49bf,YES,YES,NO,"https://linkedin.com/in/clinton-lazzarioperating","Clinton LazzariOperating is a partner at Playground Global. Deep tech in robotics, AI, breakthrough hardware","SaaS; AI/ML","Seed; Series A"
"Cloquet Capital Partners","Cloquet Capital Partners",641c0084-3f72-48f0-9bea-48c2b3dd3aad,YES,YES,NO,"https://linkedin.com/in/cloquet-capital-partners","","AI; SaaS; HealthTech","Seed; Series A"
"Cloud Consumer The (Bvp)","Cloud Consumer The (Bvp)",7d62c47a-0afa-4c51-ae25-834dec2c663a,YES,YES,YES,"","Team member at Bvp. Discovered from: https://www.bvp.com/atlas","Technology","Seed; Series A"
"Coatue Management","Coatue Management",4334b3b5-e216-438a-9f8d-f3f6967e0a26,NO,YES,NO,"https://linkedin.com/in/coatue-management","Investing in innovation through public and private markets with responsible risk management.","technology","seed; series_a"
"Cobie","Cobie",4694405d-8a5b-41ae-b4ec-3ad9128a231c,YES,NO,YES,"https://linkedin.com/in/cobie","Cobie is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Coen Armstrong","Coen Armstrong",d42857a8-5f23-4b73-8667-bfda82bd3f97,YES,YES,YES,"https://linkedin.com/in/coen-armstrong","Partner at Spark Capital","SaaS; Consumer; Fintech","Seed; Series A; Series B"
"Coen Armstrong (Spark Capital)","Coen Armstrong (Spark Capital)",77097cc4-33c9-4ae3-a9c4-e2df26ec3151,YES,YES,YES,"https://linkedin.com/in/coen-armstrong","Partner at Spark Capital","SaaS; Consumer; Fintech","Seed; Series A; Series B"
"Coinbase Ventures","Coinbase Ventures",03c9ad0b-3e4e-46d1-8d5a-7b5735419270,YES,YES,YES,"","Discovered from: FinSMEs","SaaS","Seed; Series A"
"Coinstreet Partners","Coinstreet Partners",1d5b6959-2b84-4a2f-b2f1-f437614c12b8,YES,YES,YES,"https://linkedin.com/in/coinstreet-partners","","Blockchain; Cryptocurrency; Financial Services; FinTech","Seed; Series A; Series B"
"collaborate closely with (Playground)","collaborate closely with (Playground)",68a3edc8-2e41-4cb2-808d-b078908d90f0,YES,YES,YES,"","Team member at Playground. Discovered from: https://www.playground.vc/team","Technology","Seed; Series A"
"Collaborative Fund","Collaborative Fund",d5de162d-2fda-4017-b275-31864d907007,YES,YES,NO,"https://linkedin.com/in/collaborative-fund","Backing new brands with category- and culture-defining products and services.","Consumer Products; Sustainability; Health & Wellness","Seed; Series A; Series B; Series C"
"Comcast Ventures","Comcast Ventures",93945987-2721-4136-88f8-2e388baa476b,YES,NO,YES,"https://linkedin.com/in/comcast-ventures","Comcast Ventures is a vc firm focused on Generalist investing at Seed stage.","Generalist","Seed"
"Comment Private Equity","Comment Private Equity",89cce677-4a97-4d4c-9cda-500e91055a18,YES,YES,YES,"https://linkedin.com/in/comment-private-equity","","SaaS; AI/ML","Seed; Series A"
"Comment Private Equity","Comment Private Equity",b83366ff-a289-4767-8489-0ec5e2c52527,YES,YES,YES,"https://linkedin.com/in/comment-private-equity","","SaaS; AI/ML","Seed; Series A"
"Commerce Ventures","Commerce Ventures",1bf97c35-bc1d-4916-b733-9bbea4b453f4,YES,NO,YES,"https://linkedin.com/in/commerce-ventures","Commerce Ventures is a vc firm focused on E-Commerce, Insurance, Retail Technology investing at Seed and Series A stage.","E-Commerce; Insurance; Retail Technology","Seed; Series A"
"CommunicationsKim MacniakControllerRobin Praeger (Versantventures)","CommunicationsKim MacniakControllerRobin Praeger (Versantventures)",c9faba46-baca-412c-bb17-1097ae03678f,YES,YES,YES,"https://linkedin.com/in/communicationskim-macniakcontrollerrobin-praeger","","SaaS; AI/ML","Seed; Series A"
"Communitas Capital","Communitas Capital",165336ef-57fd-4ead-897f-2b5ab47fa620,YES,NO,NO,"https://linkedin.com/in/communitas-capital","Communitas Capital is a vc firm focused on AI, SaaS, HealthTech investing at Seed and Series A stage.","AI; SaaS; HealthTech","Seed; Series A"
"community of","community of",69110aa9-2c19-4739-bb93-75bc38d0d32b,YES,YES,NO,"https://linkedin.com/in/community-of","","AI; SaaS; HealthTech","Seed; Series A"
"community of","community of",fa61a0be-6fb1-43b2-a6d7-077d2605a5d3,YES,YES,NO,"https://linkedin.com/in/community-of","","AI; SaaS; Fintech","Seed; Series A"
"Community Zoe Perret (Initialized)","Initialized Capital",94a31e8f-29ef-4d0a-ab15-00ea2f4fa006,YES,YES,NO,"https://linkedin.com/in/community-zoe-perret","Community Zoe Perret is a partner at Initialized Capital. Backs technical founders at pre-seed and seed","SaaS; Consumer; Developer Tools; AI/ML","Pre-Seed; Seed"
"companies to helping (Haystack)","companies to helping (Haystack)",b9741df4-a03b-4fdb-938d-b5cbe8018400,YES,YES,YES,"https://linkedin.com/in/companies-to-helping","","SaaS; AI/ML","Seed; Series A"
"companies to the (Firstround)","companies to the (Firstround)",50c2efd8-c84b-4d78-aaee-cbb0a85ea2bd,YES,YES,YES,"https://linkedin.com/in/companies-to-the","","AI; SaaS; Consumer","Seed; Series A"
"company not the (A16z)","company not the (A16z)",80cedd5a-bb79-4ecc-8adf-493dbe1f424d,YES,NO,YES,"","Team member at A16z. Discovered from: https://a16z.com/about/","Technology","Seed; Series A"
"Company Ventures","Company Ventures",81a4ec59-2592-44e1-a706-f6ffb5bab177,YES,YES,NO,"https://linkedin.com/in/company-ventures","","AI; SaaS; Cloud Computing","Seed; Series A"
"competition watchdog probes (Penews)","competition watchdog probes (Penews)",66441ada-0963-47de-9d21-92bb6a034bd0,YES,YES,YES,"https://linkedin.com/in/competition-watchdog-probes","","SaaS; AI/ML","Seed; Series A"
"competition watchdog probes (Penews)","competition watchdog probes (Penews)",3b2b60c2-9789-4466-8ec8-9d2b9b0ad7e1,YES,YES,YES,"https://linkedin.com/in/competition-watchdog-probes","","SaaS; AI/ML","Seed; Series A"
"Connected Pathway Partners","Connected Pathway Partners",32634fcd-7e5a-465d-9bda-a7be9156c24d,YES,YES,NO,"https://linkedin.com/in/connected-pathway-partners","","AI; SaaS; Fintech","Seed; Series A"
"Connected Pathway Partners","Connected Pathway Partners",dd51ae7e-f03c-46a5-b6bb-fa95d6cb4e5e,YES,NO,NO,"https://linkedin.com/in/connected-pathway-partners","Connected Pathway Partners is a vc firm focused on AI, SaaS, Cloud Computing investing at Seed and Series A stage.","AI; SaaS; Cloud Computing","Seed; Series A"
"Connell Operating (Dcvc)","DCVC",aee044ac-882c-48ba-b418-59ee9b4d1e96,YES,YES,NO,"https://linkedin.com/in/connell-operating","Connell Operating is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics; DeepTech; SpaceTech; Materials; Climate","Seed"
"Connor Love","Connor Love",f21c45c8-700e-4dcc-9503-f52277514b13,YES,YES,YES,"https://linkedin.com/in/connor-love","Partner at Lightspeed","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Connor Love (Lightspeed)","Lightspeed Venture Partners",d6a40404-f888-4469-af9f-95b2d8cb6c96,YES,YES,NO,"https://linkedin.com/in/connor-love","Partner at Lightspeed, focuses on enterprise, US","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Connor Mullaney","Connor Mullaney",f7e9950c-bb4e-4307-9db0-9bc3d224010f,YES,NO,YES,"https://linkedin.com/in/connor-mullaney","Connor Mullaney is a angel investor focused on SaaS, Consumer, Fintech investing at Seed and Series A stage.","SaaS; Consumer; Fintech","Seed; Series A; Series B"
"Connor Mullaney (Spark Capital)","Connor Mullaney (Spark Capital)",322824d3-c844-494c-8363-03bd0504064f,YES,NO,YES,"https://linkedin.com/in/connor-mullaney","Spark Capital is a venture firm that partners with exceptional founders. Invested in Twitter, Slack, Tumblr, and Wayfair.","SaaS; Consumer; Fintech","Seed; Series A; Series B"
"Consumer How great (Bvp)","Consumer How great (Bvp)",09cffa5a-439e-4e82-be7c-d6d6b6f53f25,YES,YES,NO,"https://linkedin.com/in/consumer-how-great","","AI; SaaS; Cloud Computing","Seed; Series A"
"Content Roy RosinBoard (Firstround)","Content Roy RosinBoard (Firstround)",b9e8a1ab-764f-4c3b-a274-65e62d51f2b7,YES,YES,NO,"https://linkedin.com/in/content-roy-rosinboard","","AI; SaaS; HealthTech","Seed; Series A"
"Contour Ventures","Contour Ventures",84b7d123-103b-415f-82b2-46293b6acd00,YES,NO,YES,"https://linkedin.com/in/contour-ventures","Contour Ventures is a vc firm focused on Fintech/SaaS/Digital Media investing at Seed stage.","Fintech/SaaS/Digital Media","Seed"
"Contrarian Ventures","Contrarian Ventures",c47ba5d4-d985-4b93-8ef6-399a4586af50,YES,YES,YES,"https://linkedin.com/in/contrarian-ventures","","Energy tech and e-mobility focused fund","Seed"
"Controller Garry Tan (Initialized)","Initialized Capital",748bfe19-4e01-46e1-a0a1-37067fcbf1e7,YES,YES,NO,"https://linkedin.com/in/controller-garry-tan","Controller Garry Tan is a partner at Initialized Capital. Backs technical founders at pre-seed and seed","SaaS; Consumer; Developer Tools; AI/ML","Pre-Seed; Seed"
"Conviction VC","Conviction VC",3b362026-f498-4570-bce0-61f8abb5e2be,YES,NO,NO,"https://linkedin.com/in/conviction-vc","A venture capital firm investing in early-stage technology companies.","AI; SaaS; Fintech","Seed; Series A"
"COO Alan Cohen (Dcvc)","DCVC",07f263bf-8fff-4a51-ab18-667863661112,YES,YES,NO,"https://linkedin.com/in/coo-alan-cohen","COO Alan Cohen is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"Coordinator Richard AlfonsiBoard (Firstround)","Coordinator Richard AlfonsiBoard (Firstround)",ea824714-cd58-4e00-932d-20f774d0b313,YES,YES,YES,"https://linkedin.com/in/coordinator-richard-alfonsiboard","","AI; SaaS; Consumer","Seed; Series A"
"Corey Ritter","Corey Ritter",69418af2-b1d5-4e40-825f-ff99c8531497,YES,YES,YES,"https://linkedin.com/in/corey-ritter","Partner at Archventure","SaaS; AI/ML","Seed; Series A"
"Corey Ritter (Arch Venture Partners)","Corey Ritter (Arch Venture Partners)",9e3a4042-779f-4a92-971c-b473fa27b101,YES,NO,YES,"https://linkedin.com/in/corey-ritter","Corey Ritter is an investor at Arch Venture Partners focused on technology investing at seed and series_a stage.","technology","seed; series_a"
"Corey Ritter (Archventure)","Corey Ritter (Archventure)",82624f9f-baf2-4022-b1e2-8b230a13eeec,YES,YES,YES,"https://linkedin.com/in/corey-ritter","","SaaS; AI/ML; HealthTech; Biotech","Seed; Series A"
"Corigin Ventures","Corigin Ventures",b9569ed0-4791-448f-b63c-eacfd32b3998,YES,NO,NO,"https://linkedin.com/in/corigin-ventures","Corigin Ventures is a vc firm focused on AI, SaaS, Fintech investing at Seed and Series A stage.","AI; SaaS; Fintech","Seed; Series A"
"Corner Table","Corner Table",87776b2b-be52-478c-8e18-db1229793170,YES,YES,NO,"https://linkedin.com/in/corner-table","","AI; SaaS; Cloud Computing","Seed; Series A"
"Cosmo Jiang","Cosmo Jiang",8d670b5b-f9b2-442c-be3d-f8058d19bb89,YES,YES,YES,"https://linkedin.com/in/cosmo-jiang","General Partner overseeing liquid token strategies","SaaS; AI/ML","Seed; Series A"
"Cosmo Jiang (Pantera Capital)","Cosmo Jiang (Pantera Capital)",27a19cfe-3ea2-405c-8319-6629b7d3ac1e,YES,YES,YES,"https://linkedin.com/in/cosmo-jiang","General Partner at Pantera Capital. Oversees liquid token strategies, 5+ years digital asset investing experience.","SaaS; AI/ML","Seed; Series A"
"cost of capital","cost of capital",980079a9-5add-4cdf-973b-3d02556b1807,YES,YES,YES,"","","SaaS; AI/ML",""
"cost of capital","cost of capital",c23cf42b-e77a-40d1-8044-a5f2028e377f,YES,YES,YES,"","","SaaS; AI/ML",""
"Counterview Capital","Counterview Capital",5cd2c6d7-b861-4c17-a42b-ce06eddc9652,YES,NO,NO,"https://linkedin.com/in/counterview-capital","Counterview Capital is a vc firm focused on AI, SaaS, Fintech investing at Seed and Series A stage.","AI; SaaS; Fintech","Seed; Series A"
"Court Square Capital Partners","Court Square Capital Partners",a628963f-b21b-4849-8ddd-3c8a022a2149,YES,YES,YES,"https://linkedin.com/in/court-square-capital-partners","PE firm backing tech services distributor Avant","SaaS; AI/ML","Seed; Series A"
"Courtney Chow","Battery Ventures",e30a750a-9daa-42e5-9420-792bf37723e2,YES,YES,YES,"https://linkedin.com/in/courtney-chow","Boston-based VC firm investing in software and life sciences.","AI/ML; API; SaaS","Seed; Series A; Series B"
"Cowboy Ventures","Cowboy Ventures",9f7c19bf-3b67-4fba-95f9-d2e15f53f03e,YES,YES,YES,"https://linkedin.com/in/cowboy-ventures","Seed stage venture capital firm","SaaS; AI/ML","Seed; Series A"
"CPP Investments","CPP Investments",f2726410-e431-41b1-bbe4-0f45542a9447,YES,YES,YES,"https://linkedin.com/in/cpp-investments","PE firm with GIP completing Allete take-private","SaaS; AI/ML","Seed; Series A"
"Craig Naylor (A16zcrypto)","Andreessen Horowitz",f4b78aab-7026-4663-9bd4-4fdedf3003a2,YES,YES,NO,"https://linkedin.com/in/craig-naylor","Craig Naylor is a partner at Andreessen Horowitz. Invests in software eating the world - consumer, enterprise, crypto, bio across all stages","AI/ML; Crypto; SaaS; Consumer; Defense; Robotics","Seed; Series A; Series B; Growth"
"Creative Ventures","Creative Ventures",6ab6e1d7-81f7-4613-b189-db9386abedd8,YES,NO,YES,"https://linkedin.com/in/creative-ventures","Creative Ventures is a vc firm focused on Enterprise Software, AR/VR, Food/Beverage investing at Seed stage.","Enterprise Software; AR/VR; Food/Beverage; Hardware","Seed"
"Crispin Read","Crispin Read",ed13d527-d813-4e31-b614-a38c296e4983,YES,YES,YES,"","Managing Director at Insight Partners","SaaS; AI/ML",""
"Crosslink Capital","Crosslink Capital",6925d319-e8d0-49e4-ab60-ff14846a9a14,YES,YES,YES,"https://linkedin.com/in/crosslink-capital","Partnering with ambitious early-stage founders building category-defining companies.","technology","seed; series_a"